26,中原 中也,51312,雲
1172,村山 籌子,44996,あめくん
1172,村山 籌子,44998,こいぬ　の　ちびすけ
1172,村山 籌子,44937,かかし
1475,小川 未明,51044,金銀小判
1475,小川 未明,51649,野菊の花
1475,小川 未明,52122,ペスをさがしに
1475,小川 未明,51011,赤い手袋
19,アンデルセン ハンス・クリスチャン,58847,すずの兵隊さん
136,山村 暮鳥,45048,燕
136,山村 暮鳥,45037,百舌鳥
1172,村山 籌子,44957,三匹　の　こぐまさん
1475,小川 未明,51009,時計のない村
1403,北大路 魯山人,49972,弦斎の鮎
906,豊島 与志雄,45058,鬼カゲさま
121,新美 南吉,45095,明日
1172,村山 籌子,44964,あひるさん　と　にはとりさん
26,中原 中也,55913,（概念が明白となれば）
1475,小川 未明,51113,おもちゃ店
121,新美 南吉,45091,ひなた
1475,小川 未明,51120,私は姉さん思い出す
1154,岸田 国士,44743,『日本人とは？』再刊にあたつて
1172,村山 籌子,44936,トントンピーピ
1475,小川 未明,51502,ある夏の日のこと
1475,小川 未明,52052,学校の桜の木
1475,小川 未明,50993,牛女
1154,岸田 国士,44629,お中元
1154,岸田 国士,44838,選後に
1693,山之口 貘,56664,宝くじ・その後
1693,山之口 貘,56666,初恋のやり直し
1403,北大路 魯山人,50002,筆にも口にもつくす
908,坂本 竜馬,51846,手紙
26,中原 中也,55921,（風船玉の衝突）
1475,小川 未明,51584,しらかばの木
1172,村山 籌子,44956,三匹ノ　コグマサント　キシヤ
106,北原 白秋,55767,真実
908,坂本 竜馬,52137,続　手紙
908,坂本 竜馬,51426,手紙
121,新美 南吉,45103,どらが鳴る
908,坂本 竜馬,51854,手紙
416,伊藤 野枝,57047,書簡　武部ツタ宛
154,田中 貢太郎,45540,屋根の上の黒猫
908,坂本 竜馬,51959,手紙
1154,岸田 国士,44887,「現代演劇論・増補版」あとがき
19,アンデルセン ハンス・クリスチャン,58875,みにくいアヒルの子
1475,小川 未明,52047,おじいさんが捨てたら
121,新美 南吉,639,嘘
1475,小川 未明,51506,うずめられた鏡
